solomon_100\R101,71,18,3708,1235.64,2.342,2.999,
solomon_100\R101,81,23,4059,1375.3433333333335,4.726,5.711,
solomon_100\R101,91,19,4497,1510.589583333333,4.789,5.539,
solomon_100\R121,111,26,5555,3508.0,11.453,12.706,
solomon_100\R121,121,28,6983,3775.6,12.549,14.892,
solomon_100\R121,131,27,6953,4107.1833333333325,14.314,16.14,
solomon_100\R121,141,31,7321,4364.254954954955,17.558,22.959,
solomon_100\R121,151,30,8626,4624.602777777778,18.851,26.334,
solomon_100\RC101,101,23,5947,1994.1277777777777,6.664,8.251,
solomon_100\RC101,51,12,1793,1124.1500000000003,0.891,1.0,
solomon_100\RC101,61,23,2333,1349.720833333333,2.669,3.169,
solomon_100\RC101,71,23,3441,1488.27,2.936,4.425,
solomon_100\RC101,81,18,3862,1717.4375000000005,3.581,4.206,
solomon_100\RC101,91,27,4824,1871.5249999999999,6.982,8.733,
solomon_100\RC121,111,24,5749,3459.8416666666667,9.06,11.075,
solomon_100\RC121,121,26,6811,3832.7699999999995,10.303,14.566,
solomon_100\RC121,131,32,6589,4174.070238095238,19.301,22.11,
solomon_100\RC121,141,27,7634,4396.250000000001,15.937,19.612,
solomon_100\RC121,151,30,8334,4685.087500000001,25.092,29.485,

